titulo_noticia;time_mais_citado;qtd_citacoes_time_mais_citado;qtd_total_palavras;qtd_times_citados;link
erika lidera a votacao da craque da galera veja parciais;Santo André;8;364;3;https://lbf.com.br/noticias/erika-lidera-a-votacao-da-craque-da-galera-veja-parciais/
uma passadinha pela base 2;Sport/Uninassau/Inst. Todos;5;294;1;https://lbf.com.br/noticias/uma-passadinha-pela-base-2/
unimed campinas tricampeao paulista;Santo André;8;376;2;https://lbf.com.br/noticias/unimed-campinas-tricampeao-paulista/
selecao brasileira sub 16 feminina estreia na copa america nesta quarta feira diante da venezuela;Sport/Uninassau/Inst. Todos;1;463;1;https://lbf.com.br/noticias/selecao-brasileira-sub-16-feminina-estreia-na-copa-america-nesta-quarta-feira-diante-da-venezuela/
duelos dos lideres e o destaque deste sabado na liga de basquete feminino lbf 201415;Sport/Uninassau/Inst. Todos;9;841;2;https://lbf.com.br/noticias/duelos-dos-lideres-e-o-destaque-deste-sabado-na-liga-de-basquete-feminino-lbf-201415/
a volta da guerreira;Pontz São José Basketball;6;575;2;https://lbf.com.br/noticias/a-volta-da-guerreira/
hoje tem 19h30 ad santo andre x sodie mesquita;Santo André;14;443;5;https://lbf.com.br/noticias/hoje-tem-19h30-ad-santo-andre-x-sodie-mesquita/
craque da galera;Sport/Uninassau/Inst. Todos;5;310;2;https://lbf.com.br/noticias/craque-da-galera/
lance livre com yuli cruz do basquete jaragua;Sport/Uninassau/Inst. Todos;1;182;1;https://lbf.com.br/noticias/lance-livre-com-yuli-cruz-do-basquete-jaragua/
tricolor apaixonado;Sampaio Basquete;23;862;4;https://lbf.com.br/noticias/tricolor-apaixonado/
pra comecar com tudo;Sport/Uninassau/Inst. Todos;5;485;4;https://lbf.com.br/noticias/pra-comecar-com-tudo/
paola ferrari acerta transferencia para o basquete espanhol;Sport/Uninassau/Inst. Todos;4;268;1;https://lbf.com.br/noticias/paola-ferrari-acerta-transferencia-para-o-basquete-espanhol/
erika conquista premio brasil olimpico 2019;Sport/Uninassau/Inst. Todos;5;538;1;https://lbf.com.br/noticias/erika-conquista-premio-brasil-olimpico-2019/
so festa;Sport/Uninassau/Inst. Todos;2;301;1;https://lbf.com.br/noticias/so-festa/
palmira marcal chega ao sampaio correa animada e confiante;Sport/Uninassau/Inst. Todos;5;394;4;https://lbf.com.br/noticias/palmira-marcal-chega-ao-sampaio-correa-animada-e-confiante/
bela largada;Sampaio Basquete;1;435;1;https://lbf.com.br/noticias/bela-largada/
top 10 lbf caixa 2018;Unimed Campinas Basquete;10;1756;4;https://lbf.com.br/noticias/top-10-lbf-caixa-2018/
sesi araraquara perde stephany fora da temporada;SESI Araraquara Basquete;10;346;4;https://lbf.com.br/noticias/sesi-araraquara-perde-stephany-fora-da-temporada/
erika e yasmim reforcam o vera cruz campinas;Santo André;6;502;3;https://lbf.com.br/noticias/erika-e-yasmim-reforcam-o-vera-cruz-campinas/
brasil encerra sua participacao no mundial sub 18 de basquete 3x3 na hungria;Sport/Uninassau/Inst. Todos;1;487;1;https://lbf.com.br/noticias/brasil-encerra-sua-participacao-no-mundial-sub-18-de-basquete-3x3-na-hungria/
nota oficial 3;Sport/Uninassau/Inst. Todos;1;169;1;https://lbf.com.br/noticias/nota-oficial-3/
apabunifeb barretos convoca os torcedores para jogo inicial das quartas diante do atual campeao da liga de basquete feminino lbf;Sport/Uninassau/Inst. Todos;1;480;1;https://lbf.com.br/noticias/apabunifeb-barretos-convoca-os-torcedores-para-jogo-inicial-das-quartas-diante-do-atual-campeao-da-liga-de-basquete-feminino-lbf/
semifinal definida;Unimed Campinas Basquete;12;472;5;https://lbf.com.br/noticias/semifinal-definida/
divino se recupera no campeonato paulista feminino da serie a 2 ao derrotar o sesi sp fora de casa;Sport/Uninassau/Inst. Todos;1;297;1;https://lbf.com.br/noticias/divino-se-recupera-no-campeonato-paulista-feminino-da-serie-a-2-ao-derrotar-o-sesi-sp-fora-de-casa/
ituano vence antes da copa lbf;SESI Araraquara Basquete;6;970;4;https://lbf.com.br/noticias/ituano-vence-antes-da-copa-lbf/
olho nela leila;Sport/Uninassau/Inst. Todos;3;960;1;https://lbf.com.br/noticias/olho-nela-leila/
adrianinha moises nao ve hora de estrear na liga de basquete feminino lbf 201415;Sport/Uninassau/Inst. Todos;7;353;2;https://lbf.com.br/noticias/adrianinha-moises-nao-ve-hora-de-estrear-na-liga-de-basquete-feminino-lbf-201415/
flamengo fica com o titulo da temporada 20132014 do nbb;Sport/Uninassau/Inst. Todos;3;607;2;https://lbf.com.br/noticias/flamengo-fica-com-o-titulo-da-temporada-20132014-do-nbb/
nota oficial 6;Santo André;2;370;1;https://lbf.com.br/noticias/nota-oficial-6/
tubarao brioso;Sodiê Mesquita;19;396;5;https://lbf.com.br/noticias/tubarao-brioso/
antonio carlos vendramini revela um dos segredos da adcf unimedamericana;Sport/Uninassau/Inst. Todos;3;499;1;https://lbf.com.br/noticias/antonio-carlos-vendramini-revela-um-dos-segredos-da-adcf-unimedamericana/
selecao brasileira adulta feminina perde jogo treino para o selecionado da franca;Sport/Uninassau/Inst. Todos;4;487;1;https://lbf.com.br/noticias/selecao-brasileira-adulta-feminina-perde-jogo-treino-para-o-selecionado-da-franca/
vote na craque da galera lbf 2021;Sampaio Basquete;2;357;2;https://lbf.com.br/noticias/vote-na-craque-da-galera-lbf-2021/
brasil nas olimpiadas atenas 2004;Nenhum time identificado;0;876;0;https://lbf.com.br/noticias/brasil-nas-olimpiadas-atenas-2004/
conexoes gol;Santo André;16;762;5;https://lbf.com.br/noticias/conexoes-gol/
trinca blumenauense;Sport/Uninassau/Inst. Todos;12;709;3;https://lbf.com.br/noticias/trinca-blumenauense/
hegemonia quebrada em sc;Pontz São José Basketball;8;496;3;https://lbf.com.br/noticias/hegemonia-quebrada-em-sc/
brasil perde de porto rico na estreia da copa americapre mundial sub 18 feminina;Sport/Uninassau/Inst. Todos;2;448;1;https://lbf.com.br/noticias/brasil-perde-de-porto-rico-na-estreia-da-copa-americapre-mundial-sub-18-feminina/
zanon convoca selecao brasileira adulta feminina para o campeonato mundial da turquia;Pontz São José Basketball;14;661;3;https://lbf.com.br/noticias/zanon-convoca-selecao-brasileira-adulta-feminina-para-o-campeonato-mundial-da-turquia/
selecao brasileira feminina derrota a lituania e conquista a segunda vitoria no campeonato mundial militar;Sport/Uninassau/Inst. Todos;1;299;1;https://lbf.com.br/noticias/selecao-brasileira-feminina-derrota-a-lituania-e-conquista-a-segunda-vitoria-no-campeonato-mundial-militar/
finais lbf 2022 datas horarios e transmissoes;Sampaio Basquete;12;793;5;https://lbf.com.br/noticias/finais-lbf-2022-datas-horarios-e-transmissoes/
e do corinthians;Sport/Uninassau/Inst. Todos;13;992;2;https://lbf.com.br/noticias/e-do-corinthians/
incontestavel 2;Sampaio Basquete;17;439;2;https://lbf.com.br/noticias/incontestavel-2/
experiente cubana yuli cruz dara um toque importante de experiencia ao basquete jaragua na temporada de estreia na lbf;Sport/Uninassau/Inst. Todos;3;483;1;https://lbf.com.br/noticias/experiente-cubana-yuli-cruz-dara-um-toque-importante-de-experiencia-ao-basquete-jaragua-na-temporada-de-estreia-na-lbf/
joao camargo se apresenta a selecao sub 17;Santo André;6;623;2;https://lbf.com.br/noticias/joao-camargo-se-apresenta-a-selecao-sub-17/
uma passadinha pela base 51;Sport/Uninassau/Inst. Todos;3;662;4;https://lbf.com.br/noticias/uma-passadinha-pela-base-51/
duelo de titas 2;Sport/Uninassau/Inst. Todos;7;748;3;https://lbf.com.br/noticias/duelo-de-titas-2/
basquete jaragua inova na preparacao fisica para a liga de basquete feminino lbf 201415;Sport/Uninassau/Inst. Todos;2;585;1;https://lbf.com.br/noticias/basquete-jaragua-inova-na-preparacao-fisica-para-a-liga-de-basquete-feminino-lbf-201415/
selecao brasileira militar e superada pelos estados unidos na abertura do torneio internacional;Sport/Uninassau/Inst. Todos;5;246;1;https://lbf.com.br/noticias/selecao-brasileira-militar-e-superada-pelos-estados-unidos-na-abertura-do-torneio-internacional/
ponte entre atletas e lbf;Pontz São José Basketball;3;468;4;https://lbf.com.br/noticias/ponte-entre-atletas-e-lbf/
sport recife joga a fase inicial da liga sul americana de clubes na venezuela;Sport/Uninassau/Inst. Todos;5;392;1;https://lbf.com.br/noticias/sport-recife-joga-a-fase-inicial-da-liga-sul-americana-de-clubes-na-venezuela/
internacional supera a recra e vence a primeira no campeonato paulista feminino da serie a 2;Sport/Uninassau/Inst. Todos;1;293;1;https://lbf.com.br/noticias/internacional-supera-a-recra-e-vence-a-primeira-no-campeonato-paulista-feminino-da-serie-a-2/
capitulo dois;Sport/Uninassau/Inst. Todos;15;772;2;https://lbf.com.br/noticias/capitulo-dois/
ituano basquete traz mais uma novidade para o garrafao;Pontz São José Basketball;4;587;6;https://lbf.com.br/noticias/ituano-basquete-traz-mais-uma-novidade-para-o-garrafao/
arbitra andreia regina da silva estara na liga sul americana de clubes;Sport/Uninassau/Inst. Todos;1;274;1;https://lbf.com.br/noticias/arbitra-andreia-regina-da-silva-estara-na-liga-sul-americana-de-clubes/
kelly santos registra double double e la estancia supera o sport recife na rodada inicial do sul americano de clubes;Sport/Uninassau/Inst. Todos;6;480;1;https://lbf.com.br/noticias/kelly-santos-registra-double-double-e-la-estancia-supera-o-sport-recife-na-rodada-inicial-do-sul-americano-de-clubes/
duelo eletrizante ses blu;SESI Araraquara Basquete;14;521;4;https://lbf.com.br/noticias/duelo-eletrizante-ses-blu/
luiz zanon completa dois anos no comando do selecionado nacional feminino;Sport/Uninassau/Inst. Todos;1;608;1;https://lbf.com.br/noticias/luiz-zanon-completa-dois-anos-no-comando-do-selecionado-nacional-feminino/
duas semanas apos titulo de sc blumenau conquista jogos abertos;Pontz São José Basketball;2;217;1;https://lbf.com.br/noticias/duas-semanas-apos-titulo-de-sc-blumenau-conquista-jogos-abertos/
quinteto da semana 06 lbf 1516;Sampaio Basquete;5;579;3;https://lbf.com.br/noticias/quinteto-da-semana-06-lbf-1516/
lbf caixa 2024 inscricoes abertas;SESI Araraquara Basquete;6;619;8;https://lbf.com.br/noticias/lbf-caixa-2024-inscricoes-abertas/
sampaio na final;Santo André;14;767;4;https://lbf.com.br/noticias/sampaio-na-final/
tudo novo;Santo André;22;416;1;https://lbf.com.br/noticias/tudo-novo/
funvicituano anuncia ala lais tobias;Sport/Uninassau/Inst. Todos;6;276;1;https://lbf.com.br/noticias/funvicituano-anuncia-ala-lais-tobias/
de atleta a presidente;Sport/Uninassau/Inst. Todos;3;487;1;https://lbf.com.br/noticias/de-atleta-a-presidente/
selecao brasileira feminina se apresenta domingo em sao sebastiao do paraiso;Sport/Uninassau/Inst. Todos;1;366;1;https://lbf.com.br/noticias/selecao-brasileira-feminina-se-apresenta-domingo-em-sao-sebastiao-do-paraiso/
mais uma vitoria;Unimed Campinas Basquete;13;481;3;https://lbf.com.br/noticias/mais-uma-vitoria/
clinica de arbitragem da fpb foi realizada neste domingo em sao paulo;Sport/Uninassau/Inst. Todos;1;268;1;https://lbf.com.br/noticias/clinica-de-arbitragem-da-fpb-foi-realizada-neste-domingo-em-sao-paulo/
dominante 2;Sport/Uninassau/Inst. Todos;4;554;2;https://lbf.com.br/noticias/dominante-2/
entrevista com alessandra oliveira campea mundial em 1994;Sport/Uninassau/Inst. Todos;6;632;2;https://lbf.com.br/noticias/entrevista-com-alessandra-oliveira-campea-mundial-em-1994/
parceria forte;SESI Araraquara Basquete;6;358;9;https://lbf.com.br/noticias/parceria-forte/
final ai vou eu;Sampaio Basquete;22;784;3;https://lbf.com.br/noticias/final-ai-vou-eu/
uma passadinha pela base 9;Sport/Uninassau/Inst. Todos;4;437;1;https://lbf.com.br/noticias/uma-passadinha-pela-base-9/
solta o grito;Sampaio Basquete;34;991;2;https://lbf.com.br/noticias/solta-o-grito/
ute e deportivo berazategui vencem na segunda rodada da liga sul americana feminina 2015;Sport/Uninassau/Inst. Todos;1;403;1;https://lbf.com.br/noticias/ute-e-deportivo-berazategui-vencem-na-segunda-rodada-da-liga-sul-americana-feminina-2015/
hoje tem 19h30 unisociesc blumenau x sodie mesquita;Sodiê Mesquita;18;454;4;https://lbf.com.br/noticias/hoje-tem-19h30-unisociesc-blumenau-x-sodie-mesquita/
luiz zanon convoca selecao brasileira feminina para o pre olimpico do canada;Sport/Uninassau/Inst. Todos;7;1086;4;https://lbf.com.br/noticias/luiz-zanon-convoca-selecao-brasileira-feminina-para-o-pre-olimpico-do-canada/
lbf lanca projeto social em parceria com a associacao pro basquete;SESI Araraquara Basquete;10;393;2;https://lbf.com.br/noticias/lbf-lanca-projeto-social-em-parceria-com-a-associacao-pro-basquete/
lider isolada;Nenhum time identificado;0;280;0;https://lbf.com.br/noticias/lider-isolada/
uninassauamerica apresentacao do time e despedida de vanessa gattei no estilo wnba;Sport/Uninassau/Inst. Todos;5;335;1;https://lbf.com.br/noticias/uninassauamerica-apresentacao-do-time-e-despedida-de-vanessa-gattei-no-estilo-wnba/
tudo certo;Nenhum time identificado;0;444;0;https://lbf.com.br/noticias/tudo-certo/
guia rapido lbf caixa 2025;Santo André;8;1101;9;https://lbf.com.br/noticias/guia-rapido-lbf-caixa-2025/
com time completo presidente venceslau e apresentado para 2018;Sport/Uninassau/Inst. Todos;3;318;1;https://lbf.com.br/noticias/com-time-completo-presidente-venceslau-e-apresentado-para-2018/
estreia incontestavel;Sampaio Basquete;12;600;3;https://lbf.com.br/noticias/estreia-incontestavel/
ginasio mirzinho daniel em santa barbara doeste e reinaugurado com presenca de estrelas do basquete feminino;Sport/Uninassau/Inst. Todos;7;562;1;https://lbf.com.br/noticias/ginasio-mirzinho-daniel-em-santa-barbara-doeste-e-reinaugurado-com-presenca-de-estrelas-do-basquete-feminino/
dois jogos dao sequencia a oitava semana da lbf 201415 nesta segunda;Santo André;10;490;2;https://lbf.com.br/noticias/dois-jogos-dao-sequencia-a-oitava-semana-da-lbf-201415-nesta-segunda/
brasiliavizinhanca chega fortalecido para sua segunda participacao na liga de basquete feminino lbf;Pontz São José Basketball;2;528;2;https://lbf.com.br/noticias/brasiliavizinhanca-chega-fortalecido-para-sua-segunda-participacao-na-liga-de-basquete-feminino-lbf/
disputa por colocacao;ADRM Maringá;2;544;3;https://lbf.com.br/noticias/disputa-por-colocacao/
brasiliabasquetevizi disputara o campeonato brasiliense adulto feminino;Sport/Uninassau/Inst. Todos;1;290;1;https://lbf.com.br/noticias/brasiliabasquetevizi-disputara-o-campeonato-brasiliense-adulto-feminino/
sampaio fecha primeira fase com vitoria;Sport/Uninassau/Inst. Todos;13;496;2;https://lbf.com.br/noticias/sampaio-fecha-primeira-fase-com-vitoria/
perto dos 3 mil pontos na wnba erika de souza lanca campanha nas redes sociais;Sport/Uninassau/Inst. Todos;1;430;1;https://lbf.com.br/noticias/perto-dos-3-mil-pontos-na-wnba-erika-de-souza-lanca-campanha-nas-redes-sociais/
jogo das estrelas em fotos;Nenhum time identificado;0;234;0;https://lbf.com.br/noticias/jogo-das-estrelas-em-fotos/
com destaque de caicedo;Sodiê Mesquita;11;476;5;https://lbf.com.br/noticias/com-destaque-de-caicedo/
tubarao indigesto;Sampaio Basquete;12;664;2;https://lbf.com.br/noticias/tubarao-indigesto/
ituano basquete recebe premios de erika na temporada;Sport/Uninassau/Inst. Todos;4;481;4;https://lbf.com.br/noticias/ituano-basquete-recebe-premios-de-erika-na-temporada/
deu sampaio;Sampaio Basquete;9;391;2;https://lbf.com.br/noticias/deu-sampaio/
lider do ranking nacional do basquete 3x3 cristal rocha realiza palestras e clinica no acre;Sport/Uninassau/Inst. Todos;3;465;1;https://lbf.com.br/noticias/lider-do-ranking-nacional-do-basquete-3x3-cristal-rocha-realiza-palestras-e-clinica-no-acre/
ex jogadora claudia pastor lanca campanha nas redes sociais para cirurgia do filho maurilio na franca;Sport/Uninassau/Inst. Todos;4;773;2;https://lbf.com.br/noticias/ex-jogadora-claudia-pastor-lanca-campanha-nas-redes-sociais-para-cirurgia-do-filho-maurilio-na-franca/
nomes conhecidos;Sport/Uninassau/Inst. Todos;2;416;1;https://lbf.com.br/noticias/nomes-conhecidos/
jaraguaenses comemoram a participacao no jogo das estrelas;Sport/Uninassau/Inst. Todos;2;540;1;https://lbf.com.br/noticias/jaraguaenses-comemoram-a-participacao-no-jogo-das-estrelas/
incontestavel;Sampaio Basquete;15;360;1;https://lbf.com.br/noticias/incontestavel/
uma passadinha pela base 64;Sport/Uninassau/Inst. Todos;1;376;1;https://lbf.com.br/noticias/uma-passadinha-pela-base-64/
cbb lanca censo para conhecer fas de basquete;Sport/Uninassau/Inst. Todos;3;468;1;https://lbf.com.br/noticias/cbb-lanca-censo-para-conhecer-fas-de-basquete/
mangueira 1 conquista titulo do cbb 3x3 nacional sub 18 feminino;Sport/Uninassau/Inst. Todos;1;449;1;https://lbf.com.br/noticias/mangueira-1-conquista-titulo-do-cbb-3x3-nacional-sub-18-feminino/
santo andre apaba traz maria carolina;Sampaio Basquete;4;268;3;https://lbf.com.br/noticias/santo-andre-apaba-traz-maria-carolina/
tecnicos doam sangue para incentivar a campanha da liga de basquete feminino lbf;Sport/Uninassau/Inst. Todos;4;380;1;https://lbf.com.br/noticias/tecnicos-doam-sangue-para-incentivar-a-campanha-da-liga-de-basquete-feminino-lbf/
com base jovem barretos inicia os treinamentos para a temporada 201516;Sport/Uninassau/Inst. Todos;1;294;1;https://lbf.com.br/noticias/com-base-jovem-barretos-inicia-os-treinamentos-para-a-temporada-201516/
time formado por adrianinha chui e helinho vence o super desafio bra de arremessos;Sport/Uninassau/Inst. Todos;3;620;2;https://lbf.com.br/noticias/time-formado-por-adrianinha-chui-e-helinho-vence-o-super-desafio-bra-de-arremessos/
ampla vantagem;Cerrado BRB;8;551;5;https://lbf.com.br/noticias/ampla-vantagem/
sete equipes disputam o campeonato paulista feminino da serie a 2 que comeca no dia 22 de abril;Sport/Uninassau/Inst. Todos;1;265;1;https://lbf.com.br/noticias/sete-equipes-disputam-o-campeonato-paulista-feminino-da-serie-a-2-que-comeca-no-dia-22-de-abril/
fds recheado;Santo André;6;800;4;https://lbf.com.br/noticias/fds-recheado/
recheado de estrelas;Santo André;4;643;4;https://lbf.com.br/noticias/recheado-de-estrelas/
nos playoffs;Santo André;22;513;3;https://lbf.com.br/noticias/nos-playoffs/
ponta firme;Unimed Campinas Basquete;9;497;2;https://lbf.com.br/noticias/ponta-firme/
sexta semana da lbf 201415 comeca nesta segunda com quatro partidas;Pontz São José Basketball;14;935;3;https://lbf.com.br/noticias/sexta-semana-da-lbf-201415-comeca-nesta-segunda-com-quatro-partidas/
nota eleicao comissao de atletas lbf;Nenhum time identificado;0;154;0;https://lbf.com.br/noticias/nota-eleicao-comissao-de-atletas-lbf/
nbb marketing metting cria um novo conceito de evento esportivo;Sport/Uninassau/Inst. Todos;5;1022;1;https://lbf.com.br/noticias/nbb-marketing-metting-cria-um-novo-conceito-de-evento-esportivo/
corinthians x santo andre;Santo André;2;39;1;https://lbf.com.br/noticias/corinthians-x-santo-andre/
roberto dornelas sera o tecnico da selecao brasileira feminina universitaria na universiade 2015;Sport/Uninassau/Inst. Todos;4;247;1;https://lbf.com.br/noticias/roberto-dornelas-sera-o-tecnico-da-selecao-brasileira-feminina-universitaria-na-universiade-2015/
sampaio vence funvicituano no primeiro duelo do dia;Sampaio Basquete;9;519;3;https://lbf.com.br/noticias/sampaio-vence-funvicituano-no-primeiro-duelo-do-dia/
erika de souza concorre a uma vaga no quinteto titular no all star game da wnba torcedor brasileiro pode ajudar;Sport/Uninassau/Inst. Todos;4;237;1;https://lbf.com.br/noticias/erika-de-souza-concorre-a-uma-vaga-no-quinteto-titular-no-all-star-game-da-wnba-torcedor-brasileiro-pode-ajudar/
vitoria com super marca;Pontz São José Basketball;13;343;5;https://lbf.com.br/noticias/vitoria-com-super-marca/
molina visita anjos esporte;Sport/Uninassau/Inst. Todos;8;325;1;https://lbf.com.br/noticias/molina-visita-anjos-esporte/
briann january e kelly santos do maranhao basquete figuram entre os destaques da lbf 201314;Sport/Uninassau/Inst. Todos;4;374;1;https://lbf.com.br/noticias/briann-january-e-kelly-santos-do-maranhao-basquete-figuram-entre-os-destaques-da-lbf-201314/
selecao da semana lbf caixa 25 a 284;Sport/Uninassau/Inst. Todos;4;501;3;https://lbf.com.br/noticias/selecao-da-semana-lbf-caixa-25-a-284/
classico entre americana e sao jose pela lbf 201415 tera acao de prevencao ao cancer de mama;Pontz São José Basketball;8;615;2;https://lbf.com.br/noticias/classico-entre-americana-e-sao-jose-pela-lbf-201415-tera-acao-de-prevencao-ao-cancer-de-mama/
lbf se reune em brasilia com ministra do esporte;Sport/Uninassau/Inst. Todos;12;464;1;https://lbf.com.br/noticias/lbf-se-reune-em-brasilia-com-ministra-do-esporte/
um ano pra la de atipico1;Sport/Uninassau/Inst. Todos;3;809;3;https://lbf.com.br/noticias/um-ano-pra-la-de-atipico1/
adriana santos ressalta semana intensa e gratificante;Sport/Uninassau/Inst. Todos;3;343;1;https://lbf.com.br/noticias/adriana-santos-ressalta-semana-intensa-e-gratificante/
patty algoz oficial;Unimed Campinas Basquete;7;670;2;https://lbf.com.br/noticias/patty-algoz-oficial/
lbf academy trouxe novos temas para atletas e comissoes;Sport/Uninassau/Inst. Todos;7;521;3;https://lbf.com.br/noticias/lbf-academy-trouxe-novos-temas-para-atletas-e-comissoes/
vitoria categorica;Unimed Campinas Basquete;7;759;2;https://lbf.com.br/noticias/vitoria-categorica/
playoffs definidos;Sampaio Basquete;7;805;5;https://lbf.com.br/noticias/playoffs-definidos/
sao bernardo derrota venceslau em jogo acirrado catanduva perde na prorrogacao;Pontz São José Basketball;8;480;2;https://lbf.com.br/noticias/sao-bernardo-derrota-venceslau-em-jogo-acirrado-catanduva-perde-na-prorrogacao/
uma passadinha pela base 4;Pontz São José Basketball;6;387;2;https://lbf.com.br/noticias/uma-passadinha-pela-base-4/
quatro vezes americana;Sport/Uninassau/Inst. Todos;1;634;1;https://lbf.com.br/noticias/quatro-vezes-americana/
pontape inicial;Santo André;8;482;3;https://lbf.com.br/noticias/pontape-inicial/
nota oficial;Sport/Uninassau/Inst. Todos;3;314;1;https://lbf.com.br/noticias/nota-oficial/
bolivia na ponta;Sampaio Basquete;13;499;5;https://lbf.com.br/noticias/bolivia-na-ponta/
alteracao de horario 3;Pontz São José Basketball;4;165;3;https://lbf.com.br/noticias/alteracao-de-horario-3/
sodie doceslsb rj anuncia primeiro reforco da temporada;SESI Araraquara Basquete;4;338;2;https://lbf.com.br/noticias/sodie-doceslsb-rj-anuncia-primeiro-reforco-da-temporada/
tubarao na dianteira;Sampaio Basquete;9;733;3;https://lbf.com.br/noticias/tubarao-na-dianteira/
credenciamento de imprensa jogo 4 finais lbf caixa;SESI Araraquara Basquete;6;355;3;https://lbf.com.br/noticias/credenciamento-de-imprensa-jogo-4-finais-lbf-caixa/
a nossa festa esta de volta jde;Sport/Uninassau/Inst. Todos;3;404;2;https://lbf.com.br/noticias/a-nossa-festa-esta-de-volta-jde/
nota de falecimento 5;Pontz São José Basketball;2;89;1;https://lbf.com.br/noticias/nota-de-falecimento-5/
presidente venceslau se reapresenta com novidade;Sport/Uninassau/Inst. Todos;1;361;1;https://lbf.com.br/noticias/presidente-venceslau-se-reapresenta-com-novidade/
selecao brasileira militar estreia nesta segunda no torneio internacional de meyenheim;Sport/Uninassau/Inst. Todos;5;266;2;https://lbf.com.br/noticias/selecao-brasileira-militar-estreia-nesta-segunda-no-torneio-internacional-de-meyenheim/
palmira marcal e primeiro reforco da unimedamericana;Sport/Uninassau/Inst. Todos;3;301;1;https://lbf.com.br/noticias/palmira-marcal-e-primeiro-reforco-da-unimedamericana/
hoje tem 18h unimed campinas x sampaio basquete;Unimed Campinas Basquete;14;405;4;https://lbf.com.br/noticias/hoje-tem-18h-unimed-campinas-x-sampaio-basquete/
inter e sao bernardo jogam nesta quarta pelo returno do paulista feminino da serie a 2;Sport/Uninassau/Inst. Todos;1;290;1;https://lbf.com.br/noticias/inter-e-sao-bernardo-jogam-nesta-quarta-pelo-returno-do-paulista-feminino-da-serie-a-2/
valendo de novo;Sport/Uninassau/Inst. Todos;8;687;3;https://lbf.com.br/noticias/valendo-de-novo/
dois jogos nesta quarta completam a sexta semana e o turno da fase inicial da lbf 201415;Pontz São José Basketball;12;651;3;https://lbf.com.br/noticias/dois-jogos-nesta-quarta-completam-a-sexta-semana-e-o-turno-da-fase-inicial-da-lbf-201415/
duelo jovem;Sampaio Basquete;10;842;5;https://lbf.com.br/noticias/duelo-jovem/
america pe e sao jose vencem com emocao no complemento da primeira rodada das quartas da lbf 201415;Pontz São José Basketball;8;692;3;https://lbf.com.br/noticias/america-pe-e-sao-jose-vencem-com-emocao-no-complemento-da-primeira-rodada-das-quartas-da-lbf-201415/
sampaio basquete lidera;SESI Araraquara Basquete;12;448;3;https://lbf.com.br/noticias/sampaio-basquete-lidera/
vem lbf caixa;Santo André;6;565;3;https://lbf.com.br/noticias/vem-lbf-caixa/
kto blumenau da o troco;Sodiê Mesquita;8;548;3;https://lbf.com.br/noticias/kto-blumenau-da-o-troco/
com a palavra o entraineur;Sampaio Basquete;6;690;1;https://lbf.com.br/noticias/com-a-palavra-o-entraineur/
brasil cai de producao no ultimo quarto e perde para o canada nas oitavas de final do mundial sub 17;Sport/Uninassau/Inst. Todos;3;414;1;https://lbf.com.br/noticias/brasil-cai-de-producao-no-ultimo-quarto-e-perde-para-o-canada-nas-oitavas-de-final-do-mundial-sub-17/
maranhao basquete se reabilita na lbf 201415 derrotando o brasilia fora de casa;Santo André;4;465;2;https://lbf.com.br/noticias/maranhao-basquete-se-reabilita-na-lbf-201415-derrotando-o-brasilia-fora-de-casa/
integridade primeiro;Sport/Uninassau/Inst. Todos;10;402;1;https://lbf.com.br/noticias/integridade-primeiro/
com adrianinha moises selecao brasileira adulta feminina disputa torneios amistosos na europa;Sport/Uninassau/Inst. Todos;3;458;1;https://lbf.com.br/noticias/com-adrianinha-moises-selecao-brasileira-adulta-feminina-disputa-torneios-amistosos-na-europa/
rodada favoravel as jogadoras brasileiras na wnba;Sport/Uninassau/Inst. Todos;1;630;1;https://lbf.com.br/noticias/rodada-favoravel-as-jogadoras-brasileiras-na-wnba/
lance livre com iziane castro do maranhao basquete;Sport/Uninassau/Inst. Todos;1;180;1;https://lbf.com.br/noticias/lance-livre-com-iziane-castro-do-maranhao-basquete/
1 500 ingressos ja foram trocados para o jogo 3 das finais;Sampaio Basquete;9;364;3;https://lbf.com.br/noticias/1-500-ingressos-ja-foram-trocados-para-o-jogo-3-das-finais/
fabao retorna e sassa esta proxima de voltar aos treinos na ad santo andre;Santo André;8;323;2;https://lbf.com.br/noticias/fabao-retorna-e-sassa-esta-proxima-de-voltar-aos-treinos-na-ad-santo-andre/
clarissa dos santos mvp do campeonato sul americano adulto feminino;Sport/Uninassau/Inst. Todos;2;1159;1;https://lbf.com.br/noticias/clarissa-dos-santos-mvp-do-campeonato-sul-americano-adulto-feminino/
2018 mais que positivo;Sport/Uninassau/Inst. Todos;4;729;4;https://lbf.com.br/noticias/2018-mais-que-positivo/
sampaio basquete inicia viagem com vitoria;Unimed Campinas Basquete;114;940;4;https://lbf.com.br/noticias/sampaio-basquete-inicia-viagem-com-vitoria/
com reforcos blumenau inicia treinamentos para lbf;Sport/Uninassau/Inst. Todos;2;310;1;https://lbf.com.br/noticias/com-reforcos-blumenau-inicia-treinamentos-para-lbf/
apabbarretos e superada pelo xv na primeira partida da semifinal do paulista da serie a 2;Sport/Uninassau/Inst. Todos;1;583;1;https://lbf.com.br/noticias/apabbarretos-e-superada-pelo-xv-na-primeira-partida-da-semifinal-do-paulista-da-serie-a-2/
